"Station","Date_UTC","Wavelet","Data.D1","Data.D2","Data.D3","Data.D4","Data.D5","Data.D6","Data.D7","Data.D8","Data.D9","Data.D10","Data.S10"
"FRN","2003-10-29T04:20:00","dBN",-0.0467529296874796,0.240687352419218,0.174832600690353,-0.574283730473422,1.74263926298348,-3.05665803687121,8.23728114487732,-36.9668752477727,32.0783202561388,-4.87639860989827,-9.2527920623099
"FRN","2003-10-29T04:21:00","dBN",0.458129882812735,0.431022077799243,-0.0312762983446584,-0.39610700142795,1.86754213828292,-2.68715250969635,7.71598389409305,-36.934023571024,32.4368659361727,-4.77676572921604,-9.38421881935504
"FRN","2003-10-29T04:22:00","dBN",-0.232202148437623,-0.0927764058114405,-0.264167682045237,-0.138644869536972,1.9454334315035,-2.30229641664979,7.17051365951659,-36.8860713578139,32.7932050764346,-4.6768763336673,-9.51611695339662
"FRN","2003-10-29T04:23:00","dBN",-0.142456054687597,-0.596496903896958,-0.414827253445896,0.181316714454179,1.97617033374184,-1.90332720628837,6.60040458530947,-36.8228668481489,33.1473007582936,-4.57673216344677,-9.64848596178917
"FRN","2003-10-29T04:24:00","dBN",0.0885253906250751,-0.368320941925486,-0.42958445571634,0.537624900131444,1.9607875004813,-1.49143142284506,6.00520702545691,-36.7442637824886,33.4991160947311,-4.4763349692635,-9.7813253390907
"FRN","2003-10-29T04:25:00","dBN",-0.0193115234375017,0.221210312843511,-0.324792875517533,0.896640808169189,1.90133644760717,-1.06774465416429,5.38448992471735,-36.650121579298,33.8486142284174,-4.37568651215988,-9.91463457708033
"FRN","2003-10-29T04:26:00","dBN",0.138647460937539,0.465896433592408,-0.162350546756871,1.22022725915675,1.8008523526473,-0.633370371963046,4.73784618927698,-36.5403053790161,34.1957583304689,-4.27478856345562,-10.0484131647903
"FRN","2003-10-29T04:27:00","dBN",-0.119726562500043,0.249925857782764,-0.00862992790092717,1.47012979965865,1.6632644421333,-0.189384722373314,4.0648991898406,-36.4146861800394,34.5405115968836,-4.17364290483861,-10.1826605885486
"FRN","2003-10-29T04:28:00","dBN",0.00681152343748205,-0.0869967699051413,0.125657632127646,1.61270858810281,1.4932690390274,0.263173574262915,3.36530789111195,-36.2731410632422,34.8828372461309,-4.0722513289602,-10.3173763319957
"FRN","2003-10-29T04:29:00","dBN",0.0284179687500609,-0.26516735553778,0.271531734713332,1.62291925622375,1.29624979200619,0.723307360990727,2.63877175010463,-36.115553507514,35.2226985171956,-3.97061564073288,-10.4525598761021
"FRN","2003-10-29T04:30:00","dBN",-0.0218505859375786,-0.240533590317123,0.460409658255886,1.48743304174664,1.07814896912344,1.19006102404406,1.88503506889219,-35.9418138973719,35.5600586697161,-3.86873765887056,-10.5882106991839
"FRN","2003-10-29T04:31:00","dBN",-0.0457763671874338,-0.109727859497213,0.683947319475882,1.2076516366129,0.845388420613309,1.66251433569136,1.10388887973266,-35.7518198553457,35.8948809840726,-3.76661921717042,-10.7243282769008
"FRN","2003-10-29T04:32:00","dBN",0.197094726562504,0.0531414210797058,0.851701202026605,0.801693736930566,0.604947815196723,2.13976957485387,0.295173333473405,-35.5454763189907,36.2271287566535,-3.66426216541935,-10.8609120822702
"FRN","2003-10-29T04:33:00","dBN",-0.379418945312614,0.214654457569356,0.84276817948394,0.303471452638923,0.364344017661935,2.62096172791814,-0.541220650064248,-35.3226955793542,36.5567652949067,-3.56166836967059,-10.9979615856819
"FRN","2003-10-29T04:34:00","dBN",0.45800781250017,0.269519847631745,0.577030590385517,-0.241958799803705,0.131423896759737,3.10528804854684,-1.40535198732744,-35.0833973582152,36.8837539168418,-3.45883971234406,-11.1354762548812
"FRN","2003-10-29T04:35:00","dBN",-0.307373046875091,0.16880542039891,0.0623574044075867,-0.783902041860642,-0.0859922631510906,3.59201768448993,-2.29722853959294,-34.8275089260748,37.2080579558027,-3.35577809248882,-11.2734555549638
"FRN","2003-10-29T04:36:00","dBN",0.0252685546874284,0.0161393284797875,-0.564141380121254,-1.27053879927984,-0.280699356505684,4.08048496443157,-3.21680427586343,-34.5549654319151,37.529640770456,-3.25248542590384,-11.4118989483758
"FRN","2003-10-29T04:37:00","dBN",0.170068359375166,-0.158493936062054,-1.09929925873014,-1.65471382796083,-0.446638137954161,4.57006475568732,-4.16397389323331,-34.2657102851791,37.8484657641222,-3.14896364508272,-11.550805894894
"FRN","2003-10-29T04:38:00","dBN",-0.119360351562596,-0.330359441042309,-1.36247776305434,-1.89959228794234,-0.579179033579299,5.06012224069608,-5.13856392245402,-33.9596952955442,38.1644964051668,-3.04521469897304,-11.6901758516237
"FRN","2003-10-29T04:39:00","dBN",-0.0692382812500476,-0.299769508838926,-1.25118499062688,-1.98379821873798,-0.675232839375572,5.54998100586382,-6.14032360233011,-33.6368809809331,38.477696242223,-2.94124055290204,-11.8300082730051
